lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
3052SDC03_pink_md,Size,3052SDC03_pink_md,active,Maaji,MEDIO,7702781054694,MEDIO,100000,COP Price
3052SDC03_pink_lg,Size,3052SDC03_pink_lg,active,Maaji,GRANDE,7702781054700,GRANDE,100000,COP Price
3007SAC18_pink_sm,Size,3007SAC18_pink_sm,active,Maaji,PEQUEÑO,7702781054731,PEQUEÑO,95000,COP Price
3007SAC18_pink_md,Size,3007SAC18_pink_md,active,Maaji,MEDIO,7702781054748,MEDIO,95000,COP Price
3007SAC18_pink_lg,Size,3007SAC18_pink_lg,active,Maaji,GRANDE,7702781054755,GRANDE,95000,COP Price
3007SBC18_pink_sm,Size,3007SBC18_pink_sm,active,Maaji,PEQUEÑO,7702781054786,PEQUEÑO,95000,COP Price
3007SBC18_pink_md,Size,3007SBC18_pink_md,active,Maaji,MEDIO,7702781054793,MEDIO,95000,COP Price
3007SBC18_pink_lg,Size,3007SBC18_pink_lg,active,Maaji,GRANDE,7702781054809,GRANDE,95000,COP Price
3007SCC18_pink_sm,Size,3007SCC18_pink_sm,active,Maaji,PEQUEÑO,7702781032234,PEQUEÑO,95000,COP Price
3007SCC18_pink_md,Size,3007SCC18_pink_md,active,Maaji,MEDIO,7702781032241,MEDIO,95000,COP Price
3007SCC18_pink_lg,Size,3007SCC18_pink_lg,active,Maaji,GRANDE,7702781032258,GRANDE,95000,COP Price
3007SDC18_pink_sm,Size,3007SDC18_pink_sm,active,Maaji,PEQUEÑO,7702781054830,PEQUEÑO,95000,COP Price
3007SDC18_pink_md,Size,3007SDC18_pink_md,active,Maaji,MEDIO,7702781054847,MEDIO,95000,COP Price
3007SDC18_pink_lg,Size,3007SDC18_pink_lg,active,Maaji,GRANDE,7702781054854,GRANDE,95000,COP Price
2062SBC10_blue_sm,Size,2062SBC10_blue_sm,active,Maaji,PEQUEÑO,7702781054472,PEQUEÑO,126000,COP Price
2062SBC10_blue_md,Size,2062SBC10_blue_md,active,Maaji,MEDIO,7702781054489,MEDIO,126000,COP Price
2062SBC10_blue_lg,Size,2062SBC10_blue_lg,active,Maaji,GRANDE,7702781054496,GRANDE,126000,COP Price
2062SDC10_blue_sm,Size,2062SDC10_blue_sm,active,Maaji,PEQUEÑO,7702781032715,PEQUEÑO,126000,COP Price
2062SDC10_blue_md,Size,2062SDC10_blue_md,active,Maaji,MEDIO,7702781032722,MEDIO,126000,COP Price
2062SDC10_blue_lg,Size,2062SDC10_blue_lg,active,Maaji,GRANDE,7702781032739,GRANDE,126000,COP Price
2043SAC07_blue_sm,Size,2043SAC07_blue_sm,active,Maaji,PEQUEÑO,7702781040079,PEQUEÑO,126000,COP Price
2043SAC07_blue_md,Size,2043SAC07_blue_md,active,Maaji,MEDIO,7702781040086,MEDIO,126000,COP Price
2043SAC07_blue_lg,Size,2043SAC07_blue_lg,active,Maaji,GRANDE,7702781040093,GRANDE,126000,COP Price
2043SBC07_blue_sm,Size,2043SBC07_blue_sm,active,Maaji,PEQUEÑO,7702781054076,PEQUEÑO,126000,COP Price
2043SBC07_blue_md,Size,2043SBC07_blue_md,active,Maaji,MEDIO,7702781054083,MEDIO,126000,COP Price
2043SBC07_blue_lg,Size,2043SBC07_blue_lg,active,Maaji,GRANDE,7702781054090,GRANDE,126000,COP Price
2043SAC08_blue_sm,Size,2043SAC08_blue_sm,active,Maaji,PEQUEÑO,7702781040277,PEQUEÑO,126000,COP Price
2043SAC08_blue_md,Size,2043SAC08_blue_md,active,Maaji,MEDIO,7702781040284,MEDIO,126000,COP Price
2043SAC08_blue_lg,Size,2043SAC08_blue_lg,active,Maaji,GRANDE,7702781040291,GRANDE,126000,COP Price
2043SBC08_blue_sm,Size,2043SBC08_blue_sm,active,Maaji,PEQUEÑO,7702781040376,PEQUEÑO,126000,COP Price
2043SBC08_blue_md,Size,2043SBC08_blue_md,active,Maaji,MEDIO,7702781040383,MEDIO,126000,COP Price
2043SBC08_blue_lg,Size,2043SBC08_blue_lg,active,Maaji,GRANDE,7702781040390,GRANDE,126000,COP Price
2061SBC05_blue_sm,Size,2061SBC05_blue_sm,active,Maaji,PEQUEÑO,7702781053970,PEQUEÑO,126000,COP Price
2061SBC05_blue_md,Size,2061SBC05_blue_md,active,Maaji,MEDIO,7702781053987,MEDIO,126000,COP Price
2061SBC05_blue_lg,Size,2061SBC05_blue_lg,active,Maaji,GRANDE,7702781053994,GRANDE,126000,COP Price
2061SDC05_blue_sm,Size,2061SDC05_blue_sm,active,Maaji,PEQUEÑO,7702781038625,PEQUEÑO,126000,COP Price
2061SDC05_blue_md,Size,2061SDC05_blue_md,active,Maaji,MEDIO,7702781038632,MEDIO,126000,COP Price
2061SDC05_blue_lg,Size,2061SDC05_blue_lg,active,Maaji,GRANDE,7702781038649,GRANDE,126000,COP Price
2061SBC04_blue_sm,Size,2061SBC04_blue_sm,active,Maaji,PEQUEÑO,7702781038571,PEQUEÑO,126000,COP Price
2061SBC04_blue_md,Size,2061SBC04_blue_md,active,Maaji,MEDIO,7702781038588,MEDIO,126000,COP Price
2061SBC04_blue_lg,Size,2061SBC04_blue_lg,active,Maaji,GRANDE,7702781038595,GRANDE,126000,COP Price
2061SCC04_blue_sm,Size,2061SCC04_blue_sm,active,Maaji,PEQUEÑO,7702781053871,PEQUEÑO,126000,COP Price
2061SCC04_blue_md,Size,2061SCC04_blue_md,active,Maaji,MEDIO,7702781053888,MEDIO,126000,COP Price
2061SCC04_blue_lg,Size,2061SCC04_blue_lg,active,Maaji,GRANDE,7702781053895,GRANDE,126000,COP Price
2119SOR02_blue_sm,Size,2119SOR02_blue_sm,active,Maaji,PEQUEÑO,7702781053925,PEQUEÑO,265000,COP Price
2119SOR02_blue_md,Size,2119SOR02_blue_md,active,Maaji,MEDIO,7702781053932,MEDIO,265000,COP Price
2119SOR02_blue_lg,Size,2119SOR02_blue_lg,active,Maaji,GRANDE,7702781053949,GRANDE,265000,COP Price
2119SOH02_blue_sm,Size,2119SOH02_blue_sm,active,Maaji,PEQUEÑO,7702781044817,PEQUEÑO,265000,COP Price
2119SOH02_blue_md,Size,2119SOH02_blue_md,active,Maaji,MEDIO,7702781044824,MEDIO,265000,COP Price
